Año,Album,Artista,Streams,Generos,Valoracion,aoty,soty
2016,Starboy,The Weeknd,15152427933,R&B/Soul;Hip Hop/Rap;Pop;Otros,0,0
2016,Views,Drake,10011741047,R&B/Soul;Hip Hop/Rap,0,0
2016,Stoney,Post Malone,9241536498,R&B/Soul;Hip Hop/Rap,0,0
2016,Anti,Rihanna,7460170379,Pop;Hip Hop/Rap;Rock,0,0
2016,Illuminate,Shawn Mendes,7295387804,R&B/Soul;Pop,0,0
2017,Divide (%),Ed Sheeran,15323020727,Pop,0,0
2017,Dua Lipa,Dua Lipa,12852757647,Pop;Otros,0,0
2017,Don't Smile At Me,Billie Eilish,9970505546,Pop;Rock,0,0
2017,17,XXXTentacion,8929152487,Otros;Rock,0,0
2017,Damn.,Kendrick Lamar,8621977772,Hip Hop/Rap,0,0
2018,Beerbongs & Bentleys,Post Malone,12046850283,R&B/Soul;Hip Hop/Rap,0,0
2018,?,XXXTentacion,11188440264,Hip Hop/Rap,0,0
2018,Scorpion,Drake,10375008655,R&B/Soul;Hip Hop/Rap,0,0
2018,Goodbye & Good Riddance,Juice WRLD,9450330122,Hip Hop/Rap,0,0
2018,Astroworld,Travis Scott,9434301979,Hip Hop/Rap;Otros,0,0
2019,Hollywood's Bleeding,Post Malone,13278726012,R&B/Soul;Hip Hop/Rap; Pop,0,0
2019,When We All Fall Asleep Where Do We Go?,Billie Eilish,11498199337,Pop,1,1
2019,Lover,Taylor Swift,11341908986,Pop,0,0
2019,Fine Line,Harry Styles,9716691468,Pop;Rock,0,0
2019,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,9106944832,Pop;Rock,0,0
2020,After Hours,The Weeknd,13072041994,R&B/Soul;Rock,0,0
2020,Future Nostalgia,Dua Lipa,12864136126,Pop;Otros;R&B/Soul,0,0
2020,YHLQMDLG,Bad Bunny,10217500867,Pop;Latino/Regueton;Hip Hop/Rap;Otros,0,0
2020,Folklore,Taylor Swift,8793733474,Pop;Rock,1,0
2020,Shoot For The Stars Aim For The Moon,Pop Smoke,8057010293,R&B/Soul;Hip Hop/Rap;Otros,0,0
2021,Sour,Olivia Rodrigo,13299987680,Pop;Rock,0,0
2021,Justice,Justin Bieber,8490045825,Pop,0,0
2021,Planet Her,Doja Cat,8132042435,Pop;Otros;R&B/Soul,0,0
2021,Equals (=),Ed Sheeran,6087040101,Pop,0,0
2021,Montero,Lil Nas X,5912252786,Pop;Hip Hop/Rap;Otros;Rock,0,0
2022,Un Verano Sin Ti,Bad Bunny,17671530034,Pop;Latino/Regueton;Otros;Rock,0,0
2022,Midnights,Taylor Swift,9723433449,Pop,1,0
2022,SOS,SZA,9168843798,R&B/Soul,0,0
2022,Harry's House,Harry Styles,8338027632,Pop,1,0
2022,Heroes & Villains,Metro Boomin,5512600611,Hip Hop/Rap,0,0
2023,Mañana Será Bonito,Karol G,6417254621,Pop;Latin/Reguetón,0,0
2023,One Thing At A Time,Morgan Wallen,5867198629,Otros,0,0
2023,Génesis,Peso Pluma,5029393185,Otros,0,0
2023,Utopia,Travis Scott,4739308898,Pop;Otros,0,0
2023,Nadie Sabe Lo Que Va A Pasar Mañana,Bad Bunny,4452620829,Latinoo/Reguetón;Hip Hop/Rap;Otros,0,0
